display	candidate_id	best_rank	elixir	research	platform	commercial	company	protocol	wildcard	pareto_roles	flags	dissent
Black Box Garden	cand-055a03d129fbd553	382	C/1032	C/896	C/646	C/498	B/382	C/857	yes	6	0	0
Tuning Fork	cand-94190e61a47cfc9e	382	B/382	C/543	B/416	C/430	C/415	C/536	no	6	1	0
Akaru	cand-4edf0429e43cb3f9	383	C/581	C/644	C/471	C/455	B/383	C/596	no	0	0	0
Show the Work	cand-7c00d6294a740028	383	C/648	B/383	C/597	C/532	C/591	C/510	no	5	0	0
Protocol Dock	cand-8d7055caa53255c4	385	C/747	C/597	C/556	C/447	C/385	C/528	no	6	0	0
Hopper Cue	cand-49b9a4a551af8319	386	C/661	C/747	C/533	C/421	C/386	C/717	no	6	0	0
Revison	cand-426e3ae416c7856d	387	C/527	B/422	B/420	C/521	C/483	B/387	yes	0	0	0
Wayleave	cand-68d46546b6e98cac	387	C/563	C/531	C/467	C/416	C/387	B/470	no	6	0	0
Programmar	cand-9b4aea3fa547c3bb	388	B/388	C/482	C/459	C/635	C/681	C/478	no	0	1	0
Returnable	cand-2017f33a249a964b	389	B/389	C/632	C/574	C/577	C/593	C/591	no	6	0	0
Likelihood Works	cand-4749f026852f61a9	390	C/653	C/513	C/453	C/403	C/390	C/491	no	0	0	0
Minora	cand-27e14a751758ccaa	390	C/468	C/623	B/390	C/513	C/429	C/473	no	0	1	0
Runtime Dispatch	cand-df0bbe8041449c8e	391	C/481	B/391	C/796	C/824	C/1041	C/516	no	6	0	0
Anyaman	cand-25006c1edd8c4414	392	C/463	C/518	B/425	C/422	C/392	C/495	no	0	0	0
Transform Programs	cand-97970c28fa978adc	392	C/683	B/392	C/740	C/797	C/943	C/559	no	5	0	0
Contain	cand-dd9245cc1ddc69c8	393	B/393	C/551	C/600	C/758	C/863	C/589	no	0	2	0
Uncertainty Budget	cand-24d6995dae81be0f	393	C/684	B/417	C/451	C/398	C/393	B/416	no	6	0	0
Variate	cand-a5bf5ed239320e0c	393	C/433	B/425	B/393	C/553	C/588	B/397	no	0	1	0
Harbor Mesh	cand-0c3a6cf39929eda3	395	C/680	C/693	C/460	C/496	C/395	C/581	no	5	0	0
Learning by Trying	cand-cad3f2b316c4d52a	396	C/667	B/396	C/680	C/460	C/569	C/667	no	5	0	0
Refrain	cand-040f521d2c01bb99	396	B/396	C/587	C/495	C/510	C/511	C/534	yes	6	2	0
Fly Loft	cand-034d70a6dafa9d1b	397	C/760	C/835	C/631	C/488	C/397	C/783	no	6	0	0
Meaning Boundaries	cand-b70898094acb630b	398	C/764	B/398	C/567	C/612	C/633	C/487	no	0	0	0
Gather	cand-e9da0bd78f29fd83	399	B/399	C/459	C/580	C/630	C/727	C/514	no	6	2	0
Lineage	cand-0713f136ea316c8f	400	B/400	C/462	C/478	C/776	C/875	B/447	no	6	3	0
Chapbook	cand-ba45da7cba74cb2b	401	C/579	C/606	C/569	C/418	C/401	C/564	yes	5	0	0
RestartOne	cand-66f04fe008a37480	402	B/402	C/705	C/883	C/670	C/753	C/868	no	0	0	0
Nura	cand-34625eefa2d05d6f	403	C/507	C/619	B/403	C/628	C/519	C/479	no	6	1	0
Praxis Commons	cand-60ce3af1ddd983a2	404	C/793	C/692	C/555	C/519	C/404	C/638	no	5	0	0
Keyhole Budget	cand-33481f9b6d2bd1d0	405	C/492	C/694	C/718	C/405	C/469	C/821	no	6	0	0
Mosaic	cand-19818c00e27a5381	406	B/406	C/571	C/550	C/716	C/818	C/549	no	6	4	0
Noriq	cand-87bb9649bedc5c92	406	C/593	C/514	B/423	C/662	C/513	B/406	no	0	0	0
Demodular	cand-a0590c9e739cd60c	407	C/545	C/561	C/442	C/450	C/407	B/435	no	0	0	0
Empiric	cand-abb06a5e8238e595	408	C/501	B/445	C/456	C/727	C/775	B/408	no	0	2	0
Bearing Point	cand-0f49dd2aef38d13c	410	C/537	C/522	C/491	C/428	C/410	C/544	no	0	0	0
Nemi	cand-4946fe05f3bb7318	410	C/588	C/586	B/410	C/666	C/514	B/432	no	0	1	0
Turnstile	cand-7ada3cb954611466	410	B/410	C/585	C/564	C/693	C/815	C/576	yes	6	3	0
DSE/1	cand-79d5ebb65efa7f21	412	C/495	B/412	C/625	C/790	C/847	C/540	no	0	0	0
Falsifier	cand-d83fbab870e6b762	412	C/445	C/539	B/412	C/431	C/441	C/474	no	6	1	0
Restarts	cand-0ecbf1d2e65ec845	412	B/412	C/651	C/725	C/599	C/667	C/689	no	0	0	0
Feedback Hall	cand-4581054360f52fd2	413	C/840	C/799	C/697	C/520	C/413	C/785	yes	0	0	0
Scratchpad Press	cand-a0fb299d52a7ca18	414	C/551	C/473	C/496	C/414	C/424	C/518	yes	0	0	0
Composable Signatures	cand-f0132e4e4a4c44e8	415	C/656	B/415	C/662	C/793	C/909	C/509	no	0	0	0
Limenwork	cand-9251712884484c11	415	C/476	B/418	C/435	C/483	C/443	B/415	no	0	0	0
Redelimit	cand-5a540c5e1c7ac748	415	B/415	B/428	C/472	C/487	C/502	B/424	no	0	0	0
Show the Revision	cand-4f81c9b7043f060b	416	C/835	B/444	C/596	C/463	C/416	C/649	no	5	0	0
Proofsheet	cand-3bd2cf0d29446ca3	417	C/479	C/603	C/438	C/417	C/420	C/573	no	0	1	0
Probablet	cand-d1dca374ce145af4	418	C/478	B/432	C/475	C/493	C/503	B/418	no	0	0	0
Monoculture	cand-57c56d0b98756050	419	C/676	C/889	C/682	C/451	C/419	C/762	yes	6	0	0
Peer Draft	cand-08c5e76038e69e09	420	C/580	C/596	C/630	C/420	C/451	C/632	no	0	0	0
BEAM:MANY	cand-20620682343d990a	421	B/421	C/486	C/747	C/805	C/932	C/758	no	6	0	0
Unbind	cand-7f93200652bb4292	422	B/422	C/712	C/605	C/574	C/590	C/698	yes	5	2	0
Vrumtok	cand-2bd0c465ce1bc0fc	422	C/691	C/857	C/640	C/562	C/422	C/753	no	6	0	0
Orient	cand-ded579862da80bf4	424	B/424	C/540	C/481	C/651	C/705	C/475	no	0	2	0
Sumaqa	cand-d697715f5e5c8865	426	B/426	C/595	C/454	C/480	C/437	C/569	no	6	0	0
Trophic	cand-2c82a060740f4e63	427	C/573	C/697	C/527	C/508	C/427	C/616	no	0	0	0
Redeclare	cand-29c8877fa050fecd	428	B/428	C/528	C/599	C/674	C/780	C/522	no	0	1	0
Resume Point	cand-afcc9d175bb3b4b6	429	C/717	B/429	C/690	C/626	C/688	B/463	no	0	0	0
Abstain	cand-5a6e8c3572f806a8	430	B/430	C/578	C/547	C/511	C/539	C/575	yes	6	1	0
Declaration Engine	cand-96336b0686f79dee	430	C/694	B/430	C/703	C/759	C/900	C/497	no	0	0	0
Handoff	cand-249215fed826e1cf	431	B/431	C/502	C/566	C/740	C/852	C/496	no	6	4	0
Scene Partner	cand-bf9d389f9f24e065	432	C/783	C/752	C/675	C/499	C/432	C/788	no	5	0	0
Assemble	cand-63ebfab6ce4e84c4	434	C/434	C/480	C/517	C/705	C/782	C/489	no	0	3	0
Maintenance Rota	cand-b0f7c35fbac097c8	435	C/774	C/637	C/637	C/466	C/435	C/648	yes	0	0	0
Signal Workshop	cand-ca4d6eafb6d3727e	436	C/482	C/570	C/447	C/454	C/436	C/545	no	6	0	0
Benchmark Court	cand-26e22b0db8540c05	437	C/729	C/662	C/552	C/437	C/439	C/651	yes	6	0	0
Published Measure	cand-e8c0840e8674730f	437	C/723	B/437	C/656	C/579	C/641	C/482	no	5	0	0
Handoff Log	cand-74ffa73ef59bf168	438	C/657	C/530	C/710	C/438	C/455	C/676	no	0	0	0
Bravik	cand-93ddbc711d0da45c	440	C/634	C/639	C/440	C/602	C/447	B/452	no	4	0	0
Council Seat	cand-6a248f330f5291cf	440	C/990	C/981	C/795	C/567	C/440	C/955	no	6	0	0
DECLARE|CALL	cand-3e606ba29b1401d7	440	C/755	B/440	C/759	C/870	C/998	C/618	no	0	0	0
Learnloop	cand-15af4e628c14ea24	441	C/451	C/483	C/508	C/546	C/598	B/441	no	0	0	0
Runbook Science	cand-d3465abd4e970edc	441	C/663	C/488	C/559	C/441	C/459	C/577	no	6	0	0
Versule	cand-5bea249d170188e4	441	C/441	C/450	C/520	C/481	C/493	C/480	no	0	0	0
Assaru	cand-af2b94db6e92a904	442	C/442	C/574	C/506	C/491	C/471	C/561	no	6	0	0
Program Namespace	cand-0894d6a9ad7b9d94	442	C/618	B/442	C/901	C/1135	C/1368	C/490	no	6	0	0
Boring on Purpose	cand-50291860eff2fb7b	443	C/724	C/627	C/728	C/443	C/446	C/900	yes	6	0	0
Folios	cand-814e1a9f3e5c358a	443	C/471	C/510	C/449	C/601	C/634	B/443	no	0	1	0
Sema	cand-9c9e592f19dbce91	443	C/443	C/611	C/563	C/747	C/798	C/580	no	0	3	0
Lineament	cand-ec6e02b0f210c78f	444	C/504	C/495	C/465	C/625	C/570	B/444	no	0	0	0
Quorin	cand-1ea3c608f0ecfb1c	445	C/462	C/621	C/445	C/633	C/601	C/529	no	0	1	0
Zeno's Gate	cand-532ea9b5dd52476f	445	C/924	C/657	C/576	C/589	C/445	C/690	no	0	0	0
Ayni	cand-592d3181e2bfea3e	446	C/542	C/678	C/446	C/592	C/499	C/612	no	5	1	0
Steady State	cand-282102eea2e44ff8	446	C/473	C/492	C/486	C/594	C/627	B/446	no	0	1	0
Trestle	cand-5e05a1dc0086678d	448	C/448	C/583	C/515	C/673	C/685	C/531	no	0	3	0
Careful Calling	cand-df12e3c5c6579b70	449	C/626	C/464	C/568	C/449	C/491	C/634	no	0	0	0
Empty Crown	cand-51bd275b86646720	449	C/970	C/859	C/712	C/587	C/449	C/790	yes	6	0	0
Maproom	cand-36ddea8791b4db78	449	C/449	C/569	C/479	C/560	C/560	C/515	no	6	1	0
Port of Entry	cand-84d7abd88f849b37	449	C/564	C/449	C/524	C/518	C/496	C/502	no	0	0	0
Intentus	cand-72c3b7a913ddc4a9	450	C/550	C/491	C/452	C/522	C/470	B/450	no	0	0	0
Signature Programs	cand-5f22213ff831a93e	451	C/639	C/451	C/870	C/738	C/945	C/681	no	0	0	0
Baraza	cand-f1b5f354646970ed	452	C/712	C/739	C/583	C/545	C/452	C/624	no	5	0	0
Backpress	cand-6102baca5ac77cfa	454	C/454	C/789	C/856	C/711	C/805	C/851	yes	0	0	0
Weather Vane	cand-aa6ec97be55c1e43	454	C/876	C/714	C/627	C/576	C/454	C/761	no	0	0	0
Signalbox	cand-45f2aebd240cb351	455	C/455	C/711	C/620	C/755	C/806	C/705	no	6	3	0
Backstop	cand-6e6025c5164a4cae	456	C/456	C/702	C/534	C/578	C/630	C/622	no	6	2	0
Folimod	cand-225b50809953ff05	456	C/818	C/749	C/521	C/648	C/456	C/560	no	0	0	0
Better by Example	cand-d9cc3d9356370a06	457	C/600	C/504	C/609	C/457	C/524	C/665	yes	0	0	0
Bounded Help	cand-a92117adcbd9e577	457	C/598	C/457	C/666	C/571	C/664	C/583	no	0	0	0
Legacyweft	cand-ea079b61082b403a	458	C/699	C/744	C/562	C/583	C/458	C/647	no	0	0	0
Rework	cand-9a78524f26e359d5	458	C/458	C/536	C/619	C/785	C/915	C/537	no	5	3	0
Underpin	cand-29924fc9f15af5b4	459	C/459	C/474	C/570	C/686	C/760	C/503	no	0	2	0
Warm Start	cand-1b09205bfac669e7	460	C/460	C/511	C/615	C/484	C/585	C/610	no	0	0	0
Checkpoint	cand-47320987f9a49d5b	461	C/536	C/461	C/536	C/754	C/865	C/494	yes	6	4	0
Naliqo	cand-277917b91c70b5a4	461	C/647	C/656	C/461	C/654	C/492	C/504	no	0	0	0
Sem.Interpret	cand-45dc2396988008ac	461	C/461	C/602	C/648	C/714	C/787	C/594	no	0	0	0
Ombra	cand-e393d2af86a51b0b	462	C/713	C/666	C/462	C/779	C/621	B/472	no	0	2	0
Fitless	cand-ecdd78d785e8ed3f	463	C/559	C/674	C/651	C/476	C/463	C/650	yes	6	0	0
Noova	cand-49e54378b344d6a8	464	C/842	C/777	C/560	C/663	C/464	C/563	yes	4	0	0
Explainable-ish	cand-27dba8301b21bebf	465	C/572	C/465	C/554	C/468	C/528	C/592	no	6	0	0
Virel	cand-9b27e3e0e1f18dba	465	C/752	C/704	C/480	C/618	C/465	C/517	no	0	0	0
Reframe	cand-6a389c7394f883d6	466	C/466	C/604	C/674	C/868	C/1020	C/605	no	0	3	0
Custodian	cand-ce40a8882fd16339	467	C/467	C/498	C/500	C/597	C/604	C/484	no	0	2	0
Rolework	cand-7d8c706f736c4790	467	C/575	C/661	C/618	C/497	C/467	C/661	yes	5	0	0
Small Findings	cand-aa3482127ed7d8eb	467	C/711	C/541	C/729	C/467	C/487	C/664	yes	6	0	0
Worldview Port	cand-3bcc0da4de3b0b6a	468	C/939	C/748	C/701	C/568	C/468	C/739	no	5	0	0
Ivara	cand-07f7a764af0f865a	469	C/722	C/650	C/474	C/834	C/671	B/469	no	0	1	0
Mix+Metric	cand-9129e58c48d35640	469	C/469	C/553	C/723	C/777	C/891	C/754	yes	0	0	0
Probe Edition	cand-467aca1359342a51	470	C/658	C/484	C/473	C/470	C/473	B/471	no	0	0	0
Kitabu	cand-bae72be1741e7fc7	472	C/566	C/636	C/540	C/533	C/472	C/587	no	5	0	0
Pausery	cand-c0adacea44249f93	474	C/552	C/529	C/544	C/523	C/474	C/527	no	0	0	0
Transduce	cand-2d47e6f9bc8b14e6	474	C/474	C/557	C/510	C/764	C/835	C/501	no	0	2	0
Scavenge	cand-8f781b5e8f53fe5e	475	C/475	C/642	C/586	C/590	C/605	C/628	no	0	1	0
The Shared Road	cand-24e7223531db7358	475	C/814	C/683	C/665	C/559	C/475	C/693	yes	0	0	0
Callable Contracts	cand-5dbdfa529d6ed656	476	C/603	C/476	C/688	C/689	C/817	C/566	no	0	0	0
Lockwork	cand-9ddf5444d518a501	476	C/714	C/826	C/664	C/534	C/476	C/724	no	0	0	0
Open Route	cand-61c4bb6ba3b51e85	477	C/477	C/537	C/516	C/639	C/720	C/493	no	0	1	0
Control Group	cand-ca663dafb4880c36	478	C/518	C/614	C/598	C/478	C/553	C/608	yes	0	0	0
Make Good	cand-7c540c15e922326a	481	C/853	C/890	C/735	C/586	C/481	C/872	no	5	0	0
Practice Circle	cand-6aed6870d73ce474	482	C/886	C/809	C/677	C/552	C/482	C/743	no	5	0	0
Schema Port	cand-71dea4f9f09fa6ca	483	C/546	C/501	C/546	C/489	C/510	C/483	yes	0	0	0
Afterstorm	cand-c32e27afb1216b19	484	C/740	C/934	C/751	C/544	C/484	C/858	yes	0	0	0
Picnic.Semantics	cand-841477e08661b525	484	C/484	C/617	C/584	C/495	C/494	C/685	yes	5	0	0
Accord	cand-b4ef49fb50c0c07d	485	C/485	C/533	C/548	C/671	C/762	C/498	no	6	3	0
Sloyd	cand-dfb81e82b0d45f27	485	C/517	C/576	C/497	C/524	C/485	C/547	yes	6	0	0
Fussy Little Program	cand-c3201d8052f77023	486	C/651	C/685	C/914	C/486	C/632	C/1036	no	6	0	0
Margin	cand-34e39f662ff56641	486	C/489	C/594	C/492	C/512	C/486	C/550	no	6	2	0
Program.Bus	cand-924202e7418e9274	487	C/487	C/658	C/828	C/918	C/1100	C/732	no	0	0	0
Friction	cand-b0de598f2e8e4753	488	C/488	C/709	C/652	C/767	C/822	C/670	no	6	2	0
Tending	cand-d0c6a3083e984fe7	489	C/812	C/687	C/668	C/555	C/489	C/746	yes	0	0	0
Sigma Press	cand-ce6436d5d0304866	490	C/692	C/582	C/607	C/516	C/490	C/562	no	0	0	0
Anvil	cand-50bc66d8aae5ae90	496	C/496	C/635	C/603	C/730	C/825	C/570	no	6	4	0
Repair Rite	cand-4d1967d675c6430d	497	C/666	C/778	C/671	C/543	C/497	C/781	yes	6	0	0
run.ctrl	cand-78d87d894f69ed42	499	C/512	C/499	C/643	C/753	C/841	C/554	no	0	0	0
Compile Logistics	cand-18497443f43d7cc4	500	C/677	C/500	C/573	C/507	C/544	C/521	yes	5	0	0
Praxon	cand-2ccb2493fba4df07	500	C/596	C/615	C/539	C/608	C/542	C/500	no	0	0	0
The Commons Table	cand-b5e43e0157af6d62	500	C/1056	C/708	C/724	C/624	C/500	C/798	no	4	0	0
Playcraft	cand-f16e3232bf125c44	503	C/503	C/663	C/545	C/536	C/550	C/680	no	6	1	0
Jacquard Card	cand-fe3084390c5ac5d3	504	C/836	C/941	C/737	C/610	C/504	C/843	no	6	0	0
Teach Back	cand-328fd4f2d16a40ec	504	C/610	C/517	C/638	C/504	C/551	C/584	no	4	0	0
Riffle	cand-9716bcbf5bcdff3d	505	C/505	C/720	C/591	C/606	C/631	C/669	no	4	3	0
Stillpoint	cand-5af22a29b4365d99	505	C/820	C/763	C/696	C/607	C/505	C/695	yes	5	1	0
Thrumbl	cand-8aae7c01fc6df248	506	C/624	C/671	C/535	C/629	C/506	C/595	no	0	0	0
Drafting Room	cand-5e3d7c38e595e9a9	508	C/867	C/634	C/676	C/550	C/508	C/720	no	0	0	0
Despacio	cand-3d9d76375e115725	509	C/590	C/641	C/634	C/537	C/509	C/631	no	6	0	0
Transit Contract	cand-f988c2832aa3b08f	509	C/823	C/509	C/654	C/672	C/692	C/558	no	0	0	0
Calibra	cand-8950e548b5dbabcb	512	C/646	C/593	C/572	C/814	C/894	C/512	no	0	2	0
Dclare	cand-19ede83106f38266	512	C/543	C/512	C/642	C/760	C/827	C/555	no	0	0	0
Demandline	cand-61e0a183d473bf8e	513	C/555	C/550	C/614	C/564	C/556	C/513	no	0	0	0
EVIQ	cand-58bec0214b34fb8b	513	C/513	C/675	C/722	C/748	C/793	C/696	yes	0	0	0
Provenant	cand-0854d90c01f167fb	514	C/614	C/567	C/514	C/883	C/869	C/524	no	0	3	0
Exchange Terms	cand-0c4e2471ad189aff	515	C/896	C/690	C/644	C/585	C/515	C/525	yes	6	0	0
Built Program Systems	cand-3179f82e793be216	520	C/880	C/520	C/797	C/1052	C/1190	C/572	no	0	0	0
Reconcile	cand-e2c30d5926482901	520	C/520	C/628	C/657	C/809	C/883	C/597	no	6	3	0
Boundarium	cand-4d30a74f27ca78a7	521	C/654	C/599	C/553	C/561	C/521	C/565	yes	0	0	0
Loadseason	cand-1821c94f483f330e	522	C/696	C/785	C/717	C/582	C/522	C/803	yes	6	0	0
Repair	cand-a1a14ff4aab4f1d3	522	C/522	C/620	C/579	C/718	C/794	C/609	no	0	1	0
Mortise	cand-eac14119f691c446	523	C/523	C/721	C/660	C/878	C/954	C/718	no	5	3	0
Substitution	cand-6c4907c0653a336f	523	C/534	C/610	C/623	C/752	C/802	C/523	no	6	1	0
Reflow	cand-5fde57db9bba0084	524	C/524	C/670	C/604	C/699	C/730	C/601	no	0	3	0
Abstention	cand-f45d6797c6e658ea	525	C/525	C/559	C/587	C/614	C/672	C/548	no	0	1	0
Leave Room	cand-46eac59d1dad30d9	525	C/1176	C/984	C/1004	C/668	C/525	C/1091	no	6	0	0
Translation Layer	cand-aa4a56431f5c1524	526	C/804	C/526	C/1016	C/1011	C/1222	C/713	yes	0	0	0
Program.Signature	cand-842e60ba9e113065	527	C/544	C/527	C/757	C/836	C/980	C/604	no	0	0	0
Syntax Picnic	cand-f050112021d847e5	527	C/727	C/804	C/831	C/527	C/527	C/898	yes	6	0	0
Fixed Point	cand-48999f1c257311ee	528	C/528	C/640	C/557	C/575	C/619	C/598	no	6	1	0
Open Passage	cand-0f8394ef2efd7bf6	529	C/558	C/605	C/565	C/554	C/529	C/582	no	0	0	0
Rootchild	cand-85ac943370f5cccd	529	C/529	C/686	C/628	C/646	C/654	C/729	no	0	0	0
Working Rules	cand-24fa338abe6b02f2	529	C/669	C/566	C/641	C/529	C/546	C/623	no	0	0	0
Open Trial	cand-1ee0b1f8a87a8dc3	530	C/643	C/598	C/672	C/530	C/609	C/666	no	0	0	0
Ritework	cand-e58d36e0f61625fe	530	C/800	C/755	C/684	C/642	C/530	C/730	no	0	0	0
Transform Lab	cand-cc302d965197b428	530	C/768	C/545	C/589	C/631	C/638	C/530	no	0	0	0
Recoverant	cand-8a50b2b3735759cb	531	C/531	C/568	C/590	C/613	C/581	C/551	no	0	0	0
Sigiloom	cand-1c7e2c336eea87a0	531	C/788	C/827	C/663	C/649	C/531	C/768	yes	6	0	0
Anneal	cand-5c210c2c24b21de8	532	C/532	C/769	C/678	C/837	C/944	C/708	no	0	3	0
Cantilever	cand-0386bcf29f469e0e	532	C/565	C/532	C/551	C/715	C/744	C/585	yes	0	1	0
Mark the Missing	cand-11df60aecdc328eb	534	C/1052	C/718	C/869	C/572	C/534	C/920	no	6	0	0
Bind	cand-f08dd851c430f52f	535	C/535	C/717	C/816	C/984	C/1139	C/726	no	6	4	0
The Scholium Layer	cand-6c304acb98f93bb1	537	C/1205	C/766	C/693	C/773	C/537	C/748	no	0	0	0
Motif	cand-7d0c43beb087fdf3	538	C/587	C/691	C/538	C/931	C/983	C/578	yes	6	4	0
Edge.Ask	cand-fb55a68d093826e7	540	C/540	C/575	C/709	C/680	C/741	C/641	no	0	0	0
Succession State	cand-9bd8c6e54c7054c0	545	C/935	C/837	C/689	C/684	C/545	C/725	no	0	0	0
Observe	cand-74e892c91130daa5	546	C/578	C/546	C/781	C/905	C/1108	C/652	no	6	3	0
Interpreter Bridge	cand-5149e50264679296	548	C/808	C/548	C/978	C/815	C/1035	C/737	no	5	0	0
Playtest	cand-7fc94a350d5bcf9c	548	C/584	C/612	C/622	C/548	C/628	C/660	no	6	2	0
Signal Delay	cand-2a18ea0e84a38027	548	C/660	C/703	C/687	C/549	C/548	C/642	no	0	0	0
Red Pen	cand-5324af0d83e7b68f	549	C/549	C/682	C/670	C/638	C/724	C/694	no	6	1	0
The Bench	cand-a8f1c4b16b1f7f3a	551	C/631	C/556	C/733	C/551	C/645	C/662	no	6	0	0
Ostrom Table	cand-0436c8de598fd7dc	552	C/1151	C/1033	C/811	C/750	C/552	C/926	no	0	0	0
Traceback	cand-5e57096f3183d8a5	552	C/554	C/580	C/659	C/657	C/769	C/552	no	0	1	0
Mycelial	cand-d75e24e35a0e6949	553	C/553	C/707	C/577	C/788	C/747	C/630	no	5	1	0
Provisional	cand-d077068b1262657f	554	C/621	C/554	C/812	C/792	C/925	C/663	no	5	0	0
Working Paper	cand-628ebb81c4099a41	554	C/893	C/643	C/727	C/566	C/554	C/675	no	0	0	0
Glass Labyrinth	cand-5a7a3e94575325c2	555	C/926	C/1062	C/850	C/641	C/555	C/987	yes	0	0	0
Optimization Witness	cand-1aade730b3cd09f0	555	C/792	C/555	C/669	C/623	C/635	C/688	yes	6	0	0
Cadenza	cand-564d7fb939fb6d3c	556	C/556	C/689	C/629	C/782	C/791	C/674	yes	4	2	0
Routecraft	cand-721d9ef0938c4c3e	557	C/616	C/608	C/575	C/604	C/625	C/557	no	0	1	0
Shannon Margin	cand-17b5232a7f05cc9c	557	C/817	C/886	C/715	C/573	C/557	C/792	no	0	0	0
Maybe Works	cand-57c38d6fae47346c	558	C/806	C/925	C/844	C/558	C/565	C/996	yes	6	0	0
Show the Limit	cand-82ec44e6d79d5fdf	558	C/1066	C/700	C/839	C/640	C/558	C/804	no	0	0	0
Instrux	cand-52015c66c090571e	560	C/560	C/655	C/861	C/966	C/1205	C/747	yes	0	1	0
Shared Bearings	cand-a26c393e03916870	560	C/798	C/560	C/647	C/621	C/600	C/619	no	0	0	0
Crossing	cand-d916ba52b3f83d67	561	C/561	C/652	C/679	C/798	C/873	C/625	no	6	2	0
Patchgarden	cand-eb20a39e312ce033	562	C/786	C/803	C/748	C/603	C/562	C/767	no	5	0	0
Tinker	cand-fcf36428e8298e58	562	C/562	C/726	C/832	C/876	C/1078	C/782	no	6	3	0
Regenome	cand-5339997620d1b837	563	C/665	C/725	C/581	C/605	C/563	C/633	no	0	0	0
Workbench	cand-d85b40105dd0b9cd	564	C/652	C/564	C/738	C/842	C/946	C/657	no	6	3	0
Careful Guess	cand-909082e8aaa8d7a1	565	C/641	C/740	C/786	C/565	C/603	C/794	yes	5	0	0
Doubt Before Merge	cand-2ae0fc38ee86f856	565	C/921	C/565	C/840	C/622	C/649	C/823	no	6	0	0
Heterotime	cand-4d55011489b5d356	567	C/839	C/727	C/571	C/698	C/567	C/602	no	0	0	0
Redline	cand-7f411c23e7d9d268	567	C/567	C/648	C/594	C/643	C/696	C/629	no	0	3	0
Compost	cand-10f3ed5a602b717e	568	C/568	C/779	C/578	C/717	C/695	C/702	no	6	3	0
Plura	cand-eff1ce8df21a18bd	568	C/708	C/716	C/602	C/845	C/771	C/568	no	0	1	0
Composition Bus	cand-ca0ba05d1c55ebdc	569	C/569	C/579	C/691	C/653	C/773	C/614	no	0	0	0
Bring Examples	cand-a77a33ebb30dd626	570	C/801	C/677	C/834	C/570	C/618	C/887	no	0	0	0
Empty Chair	cand-2fb918583f19794a	571	C/1039	C/1057	C/909	C/665	C/571	C/1003	yes	6	0	0
Spellwork	cand-e367ac846e21d494	571	C/571	C/855	C/694	C/690	C/739	C/835	no	6	1	0
Method Loom	cand-3ec151cc7fd1a750	573	C/644	C/715	C/601	C/584	C/573	C/626	yes	0	0	0
Module Root	cand-2f33a579ebfe2848	574	C/574	C/696	C/875	C/1111	C/1259	C/636	no	0	0	0
Greenroom	cand-0400f17f3b65dc82	578	C/702	C/723	C/686	C/591	C/578	C/719	no	0	1	0
Better Bits	cand-024e3bb2500c0f6f	580	C/701	C/810	C/752	C/580	C/624	C/801	no	6	0	0
Fault Orchard	cand-6fcf7e34a36c32f2	580	C/777	C/967	C/873	C/650	C/580	C/1065	yes	6	0	0
Rivet	cand-992952a966f8868f	582	C/582	C/668	C/707	C/825	C/957	C/668	no	0	4	0
Khipura	cand-c0336469fba4bd58	583	C/586	C/756	C/588	C/647	C/583	C/733	no	6	0	0
Inheritide	cand-d9b0d41e322ca206	584	C/750	C/647	C/610	C/685	C/584	C/606	no	0	0	0
prog::beam	cand-b149480fe0d852ee	584	C/659	C/584	C/814	C/1033	C/1165	C/799	no	6	0	0
Evidence Bureau	cand-0ae3034934d3843c	586	C/865	C/688	C/653	C/637	C/586	C/673	no	0	0	0
LM Traffic Control	cand-42ee5baf7f1b9033	588	C/767	C/588	C/681	C/678	C/709	C/643	no	0	0	0
Shuttle	cand-48f42260a8448caa	589	C/589	C/790	C/803	C/841	C/902	C/771	yes	6	3	0
Keep It Local	cand-dc23748419d19939	592	C/1139	C/976	C/955	C/710	C/592	C/990	no	0	0	0
Arpeggio	cand-4ab7ae4bf9dea8ae	593	C/601	C/618	C/593	C/884	C/949	C/613	no	0	3	0
Publication Context	cand-be5702c0eb840f1c	593	C/1028	C/681	C/749	C/804	C/722	C/593	yes	0	0	0
Uncertain Press	cand-3a0e09fc51049f6d	595	C/949	C/659	C/767	C/627	C/595	C/678	no	0	0	0
Little Contract	cand-d6639a2744812872	596	C/628	C/729	C/838	C/596	C/708	C/882	no	0	0	0
Namespace Customs	cand-15a060aa7a0070a1	596	C/731	C/629	C/636	C/600	C/596	C/637	no	0	0	0
Ritora	cand-ea0096cdaef67819	597	C/759	C/985	C/744	C/681	C/597	C/867	no	6	0	0
Common Cause	cand-d3d7343366e4b2a6	599	C/905	C/787	C/800	C/661	C/599	C/777	no	6	0	0
Artifact Control Plane	cand-699ee59091b7586c	600	C/1145	C/684	C/649	C/830	C/712	C/600	no	5	0	0
Program Router	cand-bbb92dc7423128c4	601	C/605	C/601	C/824	C/645	C/792	C/644	no	6	0	0
Almost Surely	cand-97005ff48bd04851	602	C/1092	C/1072	C/915	C/652	C/602	C/1139	yes	6	0	0
Orivo	cand-fae27102f1d0a1bb	603	C/743	C/772	C/613	C/944	C/819	C/603	no	0	1	0
Combinator	cand-05d98bade3156361	604	C/604	C/745	C/764	C/1002	C/1153	C/684	no	6	3	0
